"C","Real-Time Five-Minute System Load Report"
"C","Filename: rt_fiveminsysload_20190423.csv"
"C","Report for: 04/23/2019 - 04/23/2019"
"C","Report generated: 04/29/2019 16:59:28 EDT"
"H","Date/Time","Total Load","Native Load","Asset Related Load"
"D","04/23/2019 05:40:00",10748.771,10487.271,261.5
"D","04/23/2019 05:45:00",10855.096,10592.096,263
"D","04/23/2019 05:50:00",10950.664,10686.364,264.3
"D","04/23/2019 05:55:00",11064.043,10800.643,263.4
"D","04/23/2019 06:00:00",11246.965,10985.165,261.8
"D","04/23/2019 06:05:00",11467.845,11206.145,261.7
"D","04/23/2019 06:10:00",11629.349,11368.149,261.2
"D","04/23/2019 06:15:00",11738.589,11475.289,263.3
"D","04/23/2019 06:20:00",11869.563,11607.163,262.4
"D","04/23/2019 06:25:00",11691.441,11691.441,0
"D","04/23/2019 06:30:00",11832.82,11832.82,0
"D","04/23/2019 06:35:00",11922.537,11922.537,0
"D","04/23/2019 06:40:00",12028.313,12028.313,0
"D","04/23/2019 06:45:00",12172.984,12172.984,0
"D","04/23/2019 06:50:00",12210.152,12210.152,0
"D","04/23/2019 06:55:00",12239.699,12239.699,0
"D","04/23/2019 07:00:00",12393.192,12393.192,0
"D","04/23/2019 07:05:00",12576.723,12576.723,0
"D","04/23/2019 07:10:00",12612.157,12612.157,0
"D","04/23/2019 07:15:00",12685.334,12685.334,0
"D","04/23/2019 07:20:00",12695.026,12695.026,0
"D","04/23/2019 07:25:00",12625.441,12625.441,0
"D","04/23/2019 07:30:00",12837.912,12837.912,0
"D","04/23/2019 07:35:00",12801.903,12801.903,0
"D","04/23/2019 07:40:00",12845.617,12845.617,0
"D","04/23/2019 07:45:00",12813.209,12813.209,0
"D","04/23/2019 07:50:00",12802.428,12802.428,0
"D","04/23/2019 07:55:00",12803.159,12803.159,0
"D","04/23/2019 08:00:00",12876.945,12876.945,0
"D","04/23/2019 08:05:00",12873.411,12873.411,0
"D","04/23/2019 08:10:00",12881.56,12881.56,0
"D","04/23/2019 08:15:00",12889.129,12889.129,0
"D","04/23/2019 08:20:00",12856.072,12856.072,0
"D","04/23/2019 08:25:00",12824.027,12824.027,0
"D","04/23/2019 08:30:00",12830.903,12830.903,0
"D","04/23/2019 08:35:00",12821.677,12821.677,0
"D","04/23/2019 08:40:00",12785.523,12785.523,0
"D","04/23/2019 08:45:00",12789.531,12789.531,0
"D","04/23/2019 08:50:00",12791.874,12791.874,0
"D","04/23/2019 08:55:00",12769.521,12769.521,0
"D","04/23/2019 09:00:00",12748.644,12748.644,0
"D","04/23/2019 09:05:00",12695.4,12695.4,0
"D","04/23/2019 09:10:00",12698.765,12698.765,0
"D","04/23/2019 09:15:00",12655.347,12655.347,0
"D","04/23/2019 09:20:00",12671.091,12671.091,0
"D","04/23/2019 09:25:00",12660.036,12660.036,0
"D","04/23/2019 09:30:00",12657.01,12657.01,0
"D","04/23/2019 09:35:00",12639.199,12639.199,0
"D","04/23/2019 09:40:00",12638.989,12638.989,0
"D","04/23/2019 09:45:00",12630.056,12630.056,0
"D","04/23/2019 09:50:00",12617.874,12617.874,0
"D","04/23/2019 09:55:00",12618.713,12618.713,0
"D","04/23/2019 10:00:00",12636.257,12636.257,0
"D","04/23/2019 10:05:00",12587.403,12587.403,0
"D","04/23/2019 10:10:00",12556.878,12556.878,0
"D","04/23/2019 10:15:00",12528.602,12528.602,0
"D","04/23/2019 10:20:00",12565.191,12565.191,0
"D","04/23/2019 10:25:00",12533.48,12533.48,0
"D","04/23/2019 10:30:00",12492.481,12492.481,0
"D","04/23/2019 10:35:00",12504.701,12504.701,0
"D","04/23/2019 10:40:00",12469.609,12469.609,0
"D","04/23/2019 10:45:00",12465.148,12465.148,0
"D","04/23/2019 10:50:00",12453.409,12453.409,0
"D","04/23/2019 10:55:00",12455.107,12455.107,0
"D","04/23/2019 11:00:00",12457.421,12457.421,0
"D","04/23/2019 11:05:00",12419.285,12419.285,0
"D","04/23/2019 11:10:00",12375.716,12375.716,0
"D","04/23/2019 11:15:00",12400.241,12400.241,0
"D","04/23/2019 11:20:00",12348.831,12348.831,0
"D","04/23/2019 11:25:00",12326.562,12326.562,0
"D","04/23/2019 11:30:00",12307.754,12307.754,0
"D","04/23/2019 11:35:00",12293.746,12293.746,0
"D","04/23/2019 11:40:00",12247.47,12247.47,0
"D","04/23/2019 11:45:00",12261.252,12261.252,0
"D","04/23/2019 11:50:00",12218.448,12218.448,0
"D","04/23/2019 11:55:00",12167.832,12167.832,0
"D","04/23/2019 12:00:00",12181.074,12181.074,0
"D","04/23/2019 12:05:00",12159.284,12159.284,0
"D","04/23/2019 12:10:00",12144.998,12144.998,0
"D","04/23/2019 12:15:00",12120.563,12120.563,0
"D","04/23/2019 12:20:00",12123.696,12123.696,0
"D","04/23/2019 12:25:00",12105.367,12105.367,0
"D","04/23/2019 12:30:00",12089.648,12089.648,0
"D","04/23/2019 12:35:00",12112.845,12112.845,0
"D","04/23/2019 12:40:00",12093.603,12093.603,0
"D","04/23/2019 12:45:00",12069.866,12069.866,0
"D","04/23/2019 12:50:00",12009.061,12009.061,0
"D","04/23/2019 12:55:00",12043.015,12043.015,0
"D","04/23/2019 13:00:00",11990.629,11990.629,0
"D","04/23/2019 13:05:00",12012.34,12012.34,0
"D","04/23/2019 13:10:00",11982.433,11982.433,0
"D","04/23/2019 13:15:00",11973.684,11973.684,0
"D","04/23/2019 13:20:00",11967.348,11967.348,0
"D","04/23/2019 13:25:00",11949.024,11949.024,0
"D","04/23/2019 13:30:00",11926.326,11926.326,0
"D","04/23/2019 13:35:00",11939.499,11939.499,0
"D","04/23/2019 13:40:00",11908.895,11908.895,0
"D","04/23/2019 13:45:00",11914.865,11914.865,0
"D","04/23/2019 13:50:00",11890.057,11890.057,0
"D","04/23/2019 13:55:00",11912.401,11912.401,0
"D","04/23/2019 14:00:00",11905.775,11905.775,0
"D","04/23/2019 14:05:00",12139.646,11856.846,282.8
"D","04/23/2019 14:10:00",12141.53,11858.63,282.9
"D","04/23/2019 14:15:00",12147.258,11864.358,282.9
"D","04/23/2019 14:20:00",12126.522,11844.422,282.1
"D","04/23/2019 14:25:00",12114.157,11831.857,282.3
"D","04/23/2019 14:30:00",12137.898,11855.298,282.6
"D","04/23/2019 14:35:00",12127.311,11845.011,282.3
"D","04/23/2019 14:40:00",12355.815,11813.515,542.3
"D","04/23/2019 14:45:00",12355.557,11817.957,537.6
"D","04/23/2019 14:50:00",12367.753,11828.653,539.1
"D","04/23/2019 14:55:00",12396.683,11857.683,539
"D","04/23/2019 15:00:00",12397.517,11857.917,539.6
"D","04/23/2019 15:05:00",12389.096,11850.696,538.4
"D","04/23/2019 15:10:00",12398.035,11859.635,538.4
"D","04/23/2019 15:15:00",12425.416,11887.616,537.8
"D","04/23/2019 15:20:00",12400.436,11861.436,539
"D","04/23/2019 15:25:00",12407.419,11869.019,538.4
"D","04/23/2019 15:30:00",12405.272,11867.072,538.2
"D","04/23/2019 15:35:00",12394.413,11856.413,538
"D","04/23/2019 15:40:00",12170.751,11890.151,280.6
"D","04/23/2019 15:45:00",12190.701,11910.101,280.6
"D","04/23/2019 15:50:00",12195.58,11914.88,280.7
"D","04/23/2019 15:55:00",11976.199,11976.199,0
"D","04/23/2019 16:00:00",11985.438,11985.438,0
"D","04/23/2019 16:05:00",12011.799,12011.799,0
"D","04/23/2019 16:10:00",12042.294,12042.294,0
"D","04/23/2019 16:15:00",12131.971,12131.971,0
"D","04/23/2019 16:20:00",12146.98,12146.98,0
"D","04/23/2019 16:25:00",12164.754,12164.754,0
"D","04/23/2019 16:30:00",12189.223,12189.223,0
"D","04/23/2019 16:35:00",12200.641,12200.641,0
"D","04/23/2019 16:40:00",12222.095,12222.095,0
"D","04/23/2019 16:45:00",12278.619,12278.619,0
"D","04/23/2019 16:50:00",12343.004,12343.004,0
"D","04/23/2019 16:55:00",12390.733,12390.733,0
"D","04/23/2019 17:00:00",12418.949,12418.949,0
"D","04/23/2019 17:05:00",12449.327,12449.327,0
"D","04/23/2019 17:10:00",12441.787,12441.787,0
"D","04/23/2019 17:15:00",12494.793,12494.793,0
"D","04/23/2019 17:20:00",12574.529,12574.529,0
"D","04/23/2019 17:25:00",12597.961,12597.961,0
"D","04/23/2019 17:30:00",12681.531,12681.531,0
"D","04/23/2019 17:35:00",12740.981,12740.981,0
"D","04/23/2019 17:40:00",12788.825,12788.825,0
"D","04/23/2019 17:45:00",12865.994,12865.994,0
"D","04/23/2019 17:50:00",12934.432,12934.432,0
"D","04/23/2019 17:55:00",12973.653,12973.653,0
"D","04/23/2019 18:00:00",12995.844,12995.844,0
"D","04/23/2019 18:05:00",13004.471,13004.471,0
"D","04/23/2019 18:10:00",13059.374,13059.374,0
"D","04/23/2019 18:15:00",13101.021,13101.021,0
"D","04/23/2019 18:20:00",13155.362,13155.362,0
"D","04/23/2019 18:25:00",13182.646,13182.646,0
"D","04/23/2019 18:30:00",13134.683,13134.683,0
"D","04/23/2019 18:35:00",13143.127,13143.127,0
"D","04/23/2019 18:40:00",13180.428,13180.428,0
"D","04/23/2019 18:45:00",13353.02,13353.02,0
"D","04/23/2019 18:50:00",13446.639,13446.639,0
"D","04/23/2019 18:55:00",13506.904,13506.904,0
"D","04/23/2019 19:00:00",13536.422,13536.422,0
"D","04/23/2019 19:05:00",13445.781,13445.781,0
"D","04/23/2019 19:10:00",13475.194,13475.194,0
"D","04/23/2019 19:15:00",13510.889,13510.889,0
"D","04/23/2019 19:20:00",13554.48,13554.48,0
"D","04/23/2019 19:25:00",13628.938,13628.938,0
"D","04/23/2019 19:30:00",13639.64,13639.64,0
"D","04/23/2019 19:35:00",13687.34,13687.34,0
"D","04/23/2019 19:40:00",13737.621,13737.621,0
"D","04/23/2019 19:45:00",13792.811,13792.811,0
"D","04/23/2019 19:50:00",13789.563,13789.563,0
"D","04/23/2019 19:55:00",13822.642,13822.642,0
"D","04/23/2019 20:00:00",13804.516,13804.516,0
"D","04/23/2019 20:05:00",13799.889,13799.889,0
"D","04/23/2019 20:10:00",13746.734,13746.734,0
"D","04/23/2019 20:15:00",13709.033,13709.033,0
"D","04/23/2019 20:20:00",13694.956,13694.956,0
"D","04/23/2019 20:25:00",13617.746,13617.746,0
"D","04/23/2019 20:30:00",13560.946,13560.946,0
"D","04/23/2019 20:35:00",13540.957,13540.957,0
"D","04/23/2019 20:40:00",13456.926,13456.926,0
"D","04/23/2019 20:45:00",13387.92,13387.92,0
"D","04/23/2019 20:50:00",13380.563,13380.563,0
"D","04/23/2019 20:55:00",13278.798,13278.798,0
"D","04/23/2019 21:00:00",13158.412,13158.412,0
"D","04/23/2019 21:05:00",13098.669,13098.669,0
"D","04/23/2019 21:10:00",12973.55,12973.55,0
"D","04/23/2019 21:15:00",12918.479,12918.479,0
"D","04/23/2019 21:20:00",12803.379,12803.379,0
"D","04/23/2019 21:25:00",12721.559,12721.559,0
"D","04/23/2019 21:30:00",12615.868,12615.868,0
"D","04/23/2019 21:35:00",12526.352,12526.352,0
"D","04/23/2019 21:40:00",12472.347,12472.347,0
"D","04/23/2019 21:45:00",12388.5,12388.5,0
"D","04/23/2019 21:50:00",12296.345,12296.345,0
"D","04/23/2019 21:55:00",12177.052,12177.052,0
"D","04/23/2019 22:00:00",12024.007,12024.007,0
"D","04/23/2019 22:05:00",11886.373,11886.373,0
"D","04/23/2019 22:10:00",11812.928,11812.928,0
"D","04/23/2019 22:15:00",11899.044,11641.944,257.1
"D","04/23/2019 22:20:00",11850.915,11591.915,259
"D","04/23/2019 22:25:00",11743.646,11485.146,258.5
"D","04/23/2019 22:30:00",11699.306,11441.706,257.6
"D","04/23/2019 22:35:00",11586.968,11329.668,257.3
"D","04/23/2019 22:40:00",11508.833,11251.233,257.6
"D","04/23/2019 22:45:00",11402.958,11145.158,257.8
"D","04/23/2019 22:50:00",11303.029,11045.529,257.5
"D","04/23/2019 22:55:00",11205.268,10947.868,257.4
"D","04/23/2019 23:00:00",11095.2,10837.7,257.5
"D","04/23/2019 23:05:00",11018.885,10761.185,257.7
"D","04/23/2019 23:10:00",10916.778,10660.178,256.6
"D","04/23/2019 23:15:00",10848.994,10591.094,257.9
"D","04/23/2019 23:20:00",10771.663,10514.563,257.1
"D","04/23/2019 23:25:00",10678.095,10418.695,259.4
"D","04/23/2019 23:30:00",10612.084,10354.584,257.5
"D","04/23/2019 23:35:00",10541.518,10284.618,256.9
"D","04/23/2019 23:40:00",10463.849,10206.349,257.5
"D","04/23/2019 23:45:00",10406.188,10148.888,257.3
"D","04/23/2019 23:50:00",10350.045,10092.945,257.1
"D","04/23/2019 23:55:00",10283.586,10025.486,258.1
"T","288 lines"
